pr_number,total_commits,human_commits,bot_commits,agent_commits,pattern,contributors,pr_title,pr_created_at,pr_merged_at,error
1318,1,1,0,0,human_only,human,doc: Add ollama wsl section to LocalLLMs.md,2024-04-23 20:40:22+00:00,2024-04-23 21:40:28+00:00,
1317,2,2,0,0,human_only,human,refactor: move leftnav and agent controls to new play bar,2024-04-23 19:26:21+00:00,2024-04-23 22:17:43+00:00,
1316,14,14,0,0,human_only,human,Add integration test with dummy agent,2024-04-23 19:03:24+00:00,2024-04-30 16:52:00+00:00,
1315,19,19,0,0,human_only,human,refactor(frontend): Terminal,2024-04-23 18:52:38+00:00,2024-04-24 02:34:46+00:00,
1313,4,2,0,2,hybrid,"human, agent",Better version management,2024-04-23 16:50:33+00:00,2024-04-24 21:53:49+00:00,
1305,9,8,0,1,hybrid,"human, agent",Add SWE-agent tools as sandbox plugins,2024-04-23 11:33:03+00:00,2024-04-24 14:50:14+00:00,
1304,4,3,0,1,hybrid,"human, agent",fix(sandbox): SSH box `.execute` misalign issue,2024-04-23 10:10:14+00:00,2024-04-24 04:27:44+00:00,
1303,1,1,0,0,human_only,human,fix: conftest.py comment bug.,2024-04-23 09:17:17+00:00,2024-04-23 11:51:33+00:00,
1302,1,1,0,0,human_only,human,Disable additional Docker metadata to more compatible with OCI spec.,2024-04-23 08:54:50+00:00,2024-04-23 11:55:00+00:00,
1301,20,20,0,0,human_only,human,Add integration test framework with mock llm,2024-04-23 08:11:01+00:00,2024-04-25 14:56:54+00:00,
1298,26,24,0,2,hybrid,"human, agent",Integrate copy_to in E2BBox,2024-04-22 23:59:55+00:00,2024-04-23 11:55:27+00:00,
1297,2,2,0,0,human_only,human,Bug with sshd,2024-04-22 23:52:08+00:00,2024-04-23 01:33:44+00:00,
1296,5,5,0,0,human_only,human,refactor error handling so not all exceptions are caught,2024-04-22 23:01:42+00:00,2024-04-24 16:44:07+00:00,
1295,1,1,0,0,human_only,human,Note on model name,2024-04-22 22:18:18+00:00,2024-04-22 22:53:16+00:00,
1293,5,4,0,1,hybrid,"human, agent",Add checks to stop infinite loops,2024-04-22 21:55:34+00:00,2024-04-23 21:52:33+00:00,
1291,6,6,0,0,human_only,human,feat: disable settings while task is running,2024-04-22 19:14:55+00:00,2024-04-23 21:20:49+00:00,
1290,30,28,0,2,hybrid,"human, agent",feat(CodeActAgent): Support Agent-User Interaction during Task Execution and the Full Integration of CodeActAgent,2024-04-22 16:49:22+00:00,2024-05-01 12:40:00+00:00,
1288,7,7,0,0,human_only,human,refactor(frontend): Refactor imports to use absolute path,2024-04-22 14:59:05+00:00,2024-04-22 16:29:03+00:00,
1286,2,2,0,0,human_only,human,Symlink `python3` to `python` in Sandbox,2024-04-22 11:39:41+00:00,2024-04-22 17:05:05+00:00,
1284,8,8,0,0,human_only,human,refactor(frontend): load previous session modal,2024-04-22 09:20:59+00:00,2024-04-22 15:46:32+00:00,
1282,1,1,0,0,human_only,human,Correct workspace directory config variable in README,2024-04-22 04:00:53+00:00,2024-04-22 14:32:48+00:00,
1279,1,1,0,0,human_only,human,Clarify how to set model in the UI,2024-04-22 01:50:29+00:00,2024-04-22 03:07:49+00:00,
1278,1,1,0,0,human_only,human,style: flip controls and status message for chat,2024-04-22 00:57:13+00:00,2024-04-22 03:21:02+00:00,
1273,2,2,0,0,human_only,human,Message property sent to llm,2024-04-21 20:29:10+00:00,2024-04-22 16:14:45+00:00,
1272,3,3,0,0,human_only,human,doc(frontend): update readme to include testing script and documentation,2024-04-21 20:06:14+00:00,2024-04-22 15:54:28+00:00,
1271,4,4,0,0,human_only,human,fix(agent): initialize with config model value,2024-04-21 19:37:02+00:00,,
1269,9,7,0,2,hybrid,"human, agent",feat: LocalLLM docs without docker,2024-04-21 17:34:26+00:00,2024-04-24 16:47:20+00:00,
1267,1,1,0,0,human_only,human,Set local LLM host to host.docker.internal when running in docker,2024-04-21 15:16:55+00:00,2024-04-21 19:23:19+00:00,
1266,3,3,0,0,human_only,human,Add `SANDBOX_WORKSPACE_DIR` into config,2024-04-21 11:53:39+00:00,2024-04-21 19:17:10+00:00,
1264,1,1,0,0,human_only,human,fix: Use /bin/bash as the shell for Makefile,2024-04-21 11:04:48+00:00,2024-04-21 19:17:36+00:00,
1259,1,1,0,0,human_only,human,DogFood: instruct agent to read from diff file,2024-04-21 06:51:41+00:00,2024-04-21 19:21:09+00:00,
1258,1,1,0,0,human_only,human,refactor(frontend): modify i18n korean translatiion,2024-04-21 04:21:34+00:00,2024-04-22 03:18:02+00:00,
1257,1,1,0,0,human_only,human,Fix --add-host argument in docker run command,2024-04-20 23:32:15+00:00,,
1256,22,21,0,1,hybrid,"human, agent",refactor(frontend): settings modal,2024-04-20 22:04:14+00:00,2024-04-22 00:54:29+00:00,
1255,24,22,0,2,hybrid,"human, agent",feat(sandbox): Candidate Implementation of Sandbox Plugin to Support Jupyter,2024-04-20 17:22:51+00:00,2024-04-23 00:45:53+00:00,
1252,2,2,0,0,human_only,human,fix: correct port number in `LocalLLMs.md`,2024-04-20 14:01:05+00:00,2024-04-20 14:34:32+00:00,
1250,1,1,0,0,human_only,human,Update README.md:--add-host host.docker.internal=host-gateway,2024-04-20 13:36:03+00:00,2024-04-20 13:49:59+00:00,
1248,3,3,0,0,human_only,human,feat: support tls. #1234,2024-04-20 11:20:04+00:00,2024-04-21 18:50:49+00:00,
1247,2,2,0,0,human_only,human,Fix arg parser help message display,2024-04-20 05:00:46+00:00,2024-04-20 13:23:19+00:00,
1243,8,8,0,0,human_only,human,Add troubleshooting document and issue template,2024-04-19 20:15:45+00:00,2024-04-20 13:05:45+00:00,
1241,1,1,0,0,human_only,human,fix manager ref,2024-04-19 19:55:08+00:00,2024-04-19 20:18:30+00:00,
1240,2,2,0,0,human_only,human,Fix local LLM guide,2024-04-19 19:45:57+00:00,2024-04-19 20:22:42+00:00,
1238,30,30,0,0,human_only,human,Microagents and Delegation,2024-04-19 19:10:42+00:00,2024-04-24 21:46:14+00:00,
1236,1,1,0,0,human_only,human,feat: add change indicator to workspace tabs,2024-04-19 18:28:15+00:00,2024-04-20 13:23:07+00:00,
1235,1,1,0,0,human_only,human,feat: align status bar with control bar,2024-04-19 18:04:00+00:00,2024-04-19 19:15:08+00:00,
1233,4,4,0,0,human_only,human,less debug info when errors happen,2024-04-19 17:25:10+00:00,2024-04-19 19:15:39+00:00,
1232,1,1,0,0,human_only,human,style: remove warning about useEffect,2024-04-19 17:23:01+00:00,2024-04-20 13:20:03+00:00,
1231,1,1,0,0,human_only,human,refactor: remove the previously implemented shallow file fetch,2024-04-19 17:18:23+00:00,2024-04-19 17:25:40+00:00,
1229,1,1,0,0,human_only,human,"Revert ""feat(sandbox): Add Jupyter Kernel for Interactive Python Inte…",2024-04-19 16:39:34+00:00,2024-04-19 16:49:24+00:00,
1228,1,1,0,0,human_only,human,fix(sandbox): Extend the sandbox execute method to support python instead of using additional method,2024-04-19 15:38:57+00:00,,
1227,4,4,0,0,human_only,human,Azure LLM fix,2024-04-19 14:38:34+00:00,2024-04-19 23:05:14+00:00,
1223,8,7,0,1,hybrid,"human, agent",DogFood: Use OpenDevin to review PR,2024-04-19 06:42:17+00:00,2024-04-20 13:25:37+00:00,
1222,1,1,0,0,human_only,human,feat: make use of the partial file tree fetching implemented in the b…,2024-04-18 23:05:52+00:00,,
1221,22,21,0,1,hybrid,"human, agent",fix(frontend): rebuild the file explorer; goodbye lag,2024-04-18 20:34:40+00:00,2024-04-19 17:09:21+00:00,
1218,2,2,0,0,human_only,human,Auto testing the code,2024-04-18 18:38:01+00:00,,
1217,6,5,0,1,hybrid,"human, agent",Fix up documentation for specific LLMs,2024-04-18 18:04:24+00:00,2024-04-19 14:47:54+00:00,
1216,2,2,0,0,human_only,human,Path in observation,2024-04-18 18:02:11+00:00,2024-04-18 19:06:51+00:00,
1215,11,11,0,0,human_only,human,feat(sandbox): Add Jupyter Kernel for Interactive Python Interpreter for Sandbox,2024-04-18 17:40:33+00:00,2024-04-19 08:55:51+00:00,
1214,1,1,0,0,human_only,human,fix initialize events,2024-04-18 17:03:44+00:00,2024-04-18 17:19:33+00:00,
1213,2,1,0,1,hybrid,"human, agent",fix file writes,2024-04-18 16:09:10+00:00,2024-04-18 16:47:52+00:00,
1212,2,2,0,0,human_only,human,Specify version 0.3.1 in the readme,2024-04-18 15:29:48+00:00,2024-04-18 15:49:18+00:00,
1211,1,1,0,0,human_only,human,fix wrong logo path.,2024-04-18 15:17:00+00:00,2024-04-18 15:53:11+00:00,
1210,1,1,0,0,human_only,human,properly exit loop on finish,2024-04-18 14:54:55+00:00,2024-04-18 15:03:30+00:00,
1204,27,24,0,3,hybrid,"human, agent",lint: simplify hooks already covered by Ruff,2024-04-18 10:15:52+00:00,2024-04-27 11:32:15+00:00,
1203,3,3,0,0,human_only,human,fix ghcr workflow throw error when in the fork repo.,2024-04-18 07:28:16+00:00,2024-04-19 15:06:25+00:00,
1199,1,1,0,0,human_only,human,fix: fix path traversal vulnerability,2024-04-18 02:53:14+00:00,2024-04-18 10:49:37+00:00,
1198,3,3,0,0,human_only,human,Property 'message' sent to llm,2024-04-18 02:51:56+00:00,2024-04-18 10:51:07+00:00,
1195,3,3,0,0,human_only,human,fix(frontend): improve the <Input /> component,2024-04-17 23:35:43+00:00,2024-04-18 23:19:57+00:00,
1191,2,2,0,0,human_only,human,use threading to insert docs into the db,2024-04-17 20:06:58+00:00,2024-04-18 11:31:39+00:00,
1190,4,4,0,0,human_only,human,test(frontend): create new test and update existing ones,2024-04-17 18:56:09+00:00,2024-04-19 15:05:15+00:00,
1188,2,2,0,0,human_only,human,handle not found errors inside fileop,2024-04-17 17:55:55+00:00,2024-04-18 11:16:48+00:00,
1184,9,8,0,1,hybrid,"human, agent",Added playwright commands,2024-04-17 13:33:42+00:00,2024-04-22 13:43:08+00:00,
1183,1,1,0,0,human_only,human,Logging: Less Verbose in agent controller,2024-04-17 13:09:49+00:00,2024-04-17 15:41:18+00:00,
1182,3,3,0,0,human_only,human,fix: reset context between tasks,2024-04-17 12:52:09+00:00,2024-04-17 16:13:54+00:00,
1181,1,1,0,0,human_only,human,Set default tag to `main`,2024-04-17 12:49:02+00:00,2024-04-17 13:11:45+00:00,
1180,2,2,0,0,human_only,human,test(frontend): setup environment for controlled integration tests with redux,2024-04-17 10:58:51+00:00,2024-04-17 17:55:17+00:00,
1177,30,17,0,13,hybrid,"human, agent",WIP: Merge oppendevin/upstream,2024-04-17 05:16:53+00:00,,
1176,3,3,0,0,human_only,human,feat(frontend): syntax highlighting switches to whichever language matches the selected file,2024-04-17 04:11:23+00:00,2024-04-17 17:10:45+00:00,
1175,2,2,0,0,human_only,human,modify all api response to the same format (JSONResponse with status_code and content set),2024-04-17 02:50:21+00:00,2024-04-17 16:13:33+00:00,
1174,2,2,0,0,human_only,human,Add new endpoint for shallow file listing - backend only,2024-04-17 00:39:57+00:00,2024-04-18 18:22:39+00:00,
1173,11,11,0,0,human_only,human,feat: implement basic planner UI,2024-04-17 00:09:14+00:00,2024-04-19 17:09:14+00:00,
1170,1,1,0,0,human_only,human,Support query param path on api/refresh-files endpoint,2024-04-16 23:43:05+00:00,,
1169,29,29,0,0,human_only,human,"Fix for setting LLM model, frontend settings refactor",2024-04-16 23:01:08+00:00,2024-04-17 17:49:38+00:00,
1166,1,1,0,0,human_only,human,Document LLM logs,2024-04-16 19:20:43+00:00,2024-04-16 21:29:50+00:00,
1165,4,3,0,1,hybrid,"human, agent",Refactor actions a bit,2024-04-16 19:03:16+00:00,2024-04-17 01:29:38+00:00,
1163,1,1,0,0,human_only,human,test(frontend): replace Jest with Vitest as the test runner,2024-04-16 17:17:00+00:00,2024-04-17 04:12:12+00:00,
1162,3,3,0,0,human_only,human,Run docker publish on tags,2024-04-16 14:20:46+00:00,2024-04-16 17:27:31+00:00,
1159,1,1,0,0,human_only,human,Corrected SSH port,2024-04-16 11:37:52+00:00,2024-04-16 13:18:12+00:00,
1158,3,2,0,1,hybrid,"human, agent","fix #1028, /select-file api call on deleted file in Code Editor caused Error",2024-04-16 08:54:59+00:00,2024-04-16 13:19:11+00:00,
1155,11,10,0,1,hybrid,"human, agent",feat: improve credential validation and simplify response in `get_token`,2024-04-16 06:56:57+00:00,2024-04-18 11:00:25+00:00,
1153,2,2,0,0,human_only,human,Gracefully shutdown opendevin,2024-04-16 04:45:01+00:00,2024-04-16 13:20:13+00:00,
1149,2,2,0,0,human_only,human,(fix) OpenDevin works on OpenDevin issues,2024-04-16 02:43:01+00:00,2024-04-16 13:24:31+00:00,
1143,1,1,0,0,human_only,human,fix: fix multiple frontend warnings,2024-04-15 22:48:44+00:00,2024-04-16 14:06:31+00:00,
1142,1,1,0,0,human_only,human,fix: make typing chat bubble adhere to max width,2024-04-15 22:26:03+00:00,2024-04-16 17:02:04+00:00,
1141,2,1,0,1,hybrid,"human, agent",style(modal): Enhance modal UI / UX,2024-04-15 22:23:10+00:00,2024-04-16 12:43:05+00:00,
1140,2,2,0,0,human_only,human,fix: fix delete messages endpoint url,2024-04-15 22:00:50+00:00,2024-04-16 17:08:18+00:00,
1139,11,11,0,0,human_only,human,Logging additions and fixes,2024-04-15 21:08:23+00:00,2024-04-16 16:55:22+00:00,
1138,1,1,0,0,human_only,human,build: fix workspace variable name in dev setup,2024-04-15 20:19:45+00:00,2024-04-15 20:33:49+00:00,
1137,1,1,0,0,human_only,human,Add build-frontend to build,2024-04-15 19:42:49+00:00,2024-04-15 20:00:25+00:00,
1133,1,1,0,0,human_only,human,fix: prevent main html overflow,2024-04-15 18:33:00+00:00,,
1128,30,17,0,13,hybrid,"human, agent",feat: automated Docker compose build and run environment,2024-04-15 15:59:37+00:00,,
1121,30,28,0,2,hybrid,"human, agent",Revamp docker build process,2024-04-15 14:02:27+00:00,2024-04-15 23:10:38+00:00,
1120,29,28,0,1,hybrid,"human, agent",Tweak connect exceptions,2024-04-15 13:34:34+00:00,2024-04-22 02:00:01+00:00,
1118,1,1,0,0,human_only,human,Fix Docker frontend build,2024-04-15 12:33:40+00:00,2024-04-15 12:36:18+00:00,
1116,1,1,0,0,human_only,human,[doc] add README-zh.md,2024-04-15 09:14:13+00:00,2024-04-18 10:59:17+00:00,
1115,2,2,0,0,human_only,human,feat: add `question.md` template for community Q&A,2024-04-15 08:57:32+00:00,2024-04-15 14:14:37+00:00,
1112,13,13,0,0,human_only,human,Fix python linter inconsistent behaviour with quotes,2024-04-15 07:51:46+00:00,2024-04-17 04:12:52+00:00,
1111,1,1,0,0,human_only,human,Update bug_report.md,2024-04-15 07:43:02+00:00,2024-04-15 08:02:01+00:00,
1107,1,1,0,0,human_only,human,Set environment for dogfood action,2024-04-15 05:56:08+00:00,2024-04-15 08:02:31+00:00,
1105,12,7,0,5,hybrid,"human, agent",Merge develop,2024-04-15 00:29:37+00:00,,
1103,2,2,0,0,human_only,human,Update litellm,2024-04-14 19:58:02+00:00,,
1102,2,2,0,0,human_only,human,Adding: Turkish language,2024-04-14 18:59:35+00:00,2024-04-15 03:08:00+00:00,
1100,2,2,0,0,human_only,human,Fix pre-commit and linter versions to avoid surprise,2024-04-14 18:24:28+00:00,2024-04-14 19:33:58+00:00,
1099,21,15,0,6,hybrid,"human, agent",Merge develop,2024-04-14 18:21:49+00:00,,
1097,30,17,0,13,hybrid,"human, agent",WIP: dockerized run environment,2024-04-14 15:47:45+00:00,,
1095,3,3,0,0,human_only,human,ok,2024-04-14 12:45:29+00:00,,
1094,7,7,0,0,human_only,human,feat: support controlling agent task state.,2024-04-14 12:43:14+00:00,2024-04-18 11:09:00+00:00,
1093,4,4,0,0,human_only,human,refactor: Added docstrings to BackgroundCommand(#1083),2024-04-14 11:42:12+00:00,2024-04-14 22:13:33+00:00,
1092,20,20,0,0,human_only,human,Added Retry for LLM calls,2024-04-14 11:36:59+00:00,2024-04-15 12:47:38+00:00,
1091,1,1,0,0,human_only,human,Added to sudo group,2024-04-14 10:53:00+00:00,2024-04-14 13:32:36+00:00,
1089,3,3,0,0,human_only,human,lint-frontend  Files.tsx,2024-04-14 09:10:30+00:00,2024-04-15 18:52:30+00:00,
1087,1,1,0,0,human_only,human,Throw error if an illegal sandbox type is used,2024-04-14 03:40:06+00:00,2024-04-14 03:59:32+00:00,
1080,8,8,0,0,human_only,human,Revamp Exception handling,2024-04-13 19:43:54+00:00,2024-04-14 04:51:17+00:00,
1076,22,21,0,1,hybrid,"human, agent",test(frontend): add unit tests,2024-04-13 12:46:49+00:00,2024-04-16 16:49:56+00:00,
1071,10,9,0,1,hybrid,"human, agent",Unify linter behaviour across CI and pre-commit-hook,2024-04-13 07:07:25+00:00,2024-04-14 04:19:56+00:00,
1070,3,3,0,0,human_only,human,Edited file path from LLM,2024-04-13 05:38:56+00:00,,
1069,1,1,0,0,human_only,human,style (editor): ui enhancements and code refactor,2024-04-13 04:04:01+00:00,2024-04-13 15:52:26+00:00,
1065,3,2,0,1,hybrid,"human, agent",Update Makefile to skip sandbox Docker pull,2024-04-12 21:18:49+00:00,,
1058,7,6,0,1,hybrid,"human, agent",Create bug_template.yml,2024-04-12 16:55:59+00:00,,
1054,1,1,0,0,human_only,human,fix: print the wrong ssh port number,2024-04-12 14:43:02+00:00,2024-04-13 02:18:34+00:00,
1051,25,22,0,3,hybrid,"human, agent",style: Refactor get_prompt function for readability and maintainability,2024-04-12 12:42:56+00:00,2024-04-22 03:32:31+00:00,
1046,1,1,0,0,human_only,human,Formatting Azure LLM Guide,2024-04-12 09:28:31+00:00,2024-04-12 09:28:42+00:00,
1045,0,0,0,0,unknown,,Update README.md,2024-04-12 09:24:32+00:00,,Failed to fetch commits
1035,2,2,0,0,human_only,human,Add Azure configuration doc,2024-04-12 03:11:14+00:00,2024-04-12 08:59:51+00:00,
1032,6,6,0,0,human_only,human,Auto-close stale issues and PRs,2024-04-12 01:52:44+00:00,2024-04-14 02:39:46+00:00,
1031,5,5,0,0,human_only,human,doc: Add supplementary notes for WSL2 users to Local LLM Guide,2024-04-12 00:17:47+00:00,2024-04-14 13:22:58+00:00,
1029,1,1,0,0,human_only,human,(feat) Add new Sandbox type - local,2024-04-11 16:57:35+00:00,2024-04-14 00:47:11+00:00,
1023,30,29,0,1,hybrid,"human, agent",Add Docker DOOD setup,2024-04-11 13:01:25+00:00,2024-04-15 12:19:02+00:00,
1022,2,2,0,0,human_only,human,lint-frontend settingsSlice.ts,2024-04-11 11:18:56+00:00,2024-04-11 17:25:04+00:00,
1021,5,5,0,0,human_only,human,fix: action.run in opendevin/controller/agent_controller.py executed twice if action is not awaitable,2024-04-11 11:13:41+00:00,2024-04-15 12:12:08+00:00,
1017,3,3,0,0,human_only,human,"Add Italian, Spanish and Português",2024-04-11 08:38:03+00:00,2024-04-12 08:57:12+00:00,
1015,4,4,0,0,human_only,human,Traffic Control: Add new config MAX_CHARS,2024-04-11 08:06:14+00:00,2024-04-12 19:01:52+00:00,
1013,1,1,0,0,human_only,human,chore: fix some typos in comments,2024-04-11 07:15:31+00:00,2024-04-11 21:21:46+00:00,
1005,1,1,0,0,human_only,human,Make sure Azure info is read from toml,2024-04-10 22:25:36+00:00,2024-04-10 23:28:51+00:00,
1004,1,1,0,0,human_only,human,Fix `raise` condition for loop errors,2024-04-10 22:16:51+00:00,2024-04-10 23:28:30+00:00,
997,13,12,0,1,hybrid,"human, agent",i18n : Add Arabic,2024-04-10 20:08:10+00:00,2024-04-18 11:01:01+00:00,
994,1,1,0,0,human_only,human,make mypy happy,2024-04-10 17:59:08+00:00,2024-04-10 19:31:12+00:00,
985,6,6,0,0,human_only,human,Fix logger import,2024-04-10 14:08:21+00:00,2024-04-10 19:48:40+00:00,
983,8,8,0,0,human_only,human,implement exec box,2024-04-10 13:45:43+00:00,2024-04-10 21:39:34+00:00,
978,2,1,0,1,hybrid,"human, agent",Add SWE-bench evaluation results,2024-04-10 11:29:24+00:00,2024-04-10 13:09:49+00:00,
971,5,5,0,0,human_only,human,Check for backend port availability before starting,2024-04-10 09:02:16+00:00,,
970,1,1,0,0,human_only,human,Update architecture/README.md,2024-04-10 08:38:21+00:00,2024-04-10 16:10:25+00:00,
962,9,8,0,1,hybrid,"human, agent",simplified get,2024-04-10 04:59:42+00:00,2024-04-12 13:18:42+00:00,
960,3,2,0,1,hybrid,"human, agent",FE config,2024-04-10 03:25:56+00:00,2024-04-10 13:08:09+00:00,
958,1,1,0,0,human_only,human,style: enhancing type strictness with mypy,2024-04-10 00:38:33+00:00,,
957,1,1,0,0,human_only,human,fix: make chat colors match figma,2024-04-09 22:39:58+00:00,2024-04-10 22:24:26+00:00,
956,1,1,0,0,human_only,human,Add caveats and warnings to readme,2024-04-09 20:23:12+00:00,2024-04-09 20:37:33+00:00,
951,5,5,0,0,human_only,human,Feat add toast,2024-04-09 15:56:37+00:00,2024-04-10 16:10:58+00:00,
947,2,2,0,0,human_only,human,i18n : Add zh-TW 繁體中文,2024-04-09 14:36:06+00:00,2024-04-09 18:22:24+00:00,
943,12,12,0,0,human_only,human,feat add prerequisites validation,2024-04-09 13:23:14+00:00,2024-04-22 03:40:57+00:00,
941,2,2,0,0,human_only,human,feat: add agent status bar.,2024-04-09 10:02:20+00:00,2024-04-09 15:26:06+00:00,
940,12,11,0,1,hybrid,"human, agent",feature/docker-container,2024-04-09 09:02:35+00:00,,
928,1,1,0,0,human_only,human,fix: text input can be edited even if not yet initialized,2024-04-08 21:08:09+00:00,2024-04-08 22:01:49+00:00,
927,3,3,0,0,human_only,human,fix: fix some of the styling to more closely match figma,2024-04-08 21:05:06+00:00,2024-04-12 08:45:04+00:00,
925,2,2,0,0,human_only,human,feat: make panes resizable,2024-04-08 20:16:05+00:00,2024-04-10 00:42:16+00:00,
924,2,2,0,0,human_only,human,More json cleaning,2024-04-08 20:15:31+00:00,2024-04-10 18:03:21+00:00,
910,3,3,0,0,human_only,human,"Revert the use of Router, good ole completion works.",2024-04-08 15:17:59+00:00,2024-04-09 02:21:30+00:00,
906,1,1,0,0,human_only,human,feat(sandbox): Support running sudo in a passwordless manner,2024-04-08 14:39:49+00:00,2024-04-08 14:54:07+00:00,
904,8,6,0,2,hybrid,"human, agent",Feat add agent manager,2024-04-08 14:09:36+00:00,2024-04-12 11:53:47+00:00,
901,1,1,0,0,human_only,human,Remove pydantic warnings,2024-04-08 12:44:44+00:00,,
895,2,1,0,1,hybrid,"human, agent",hotfix: change default RUN_AS_DEVIN to true and change some network setting,2024-04-08 09:17:26+00:00,2024-04-08 09:23:25+00:00,
894,5,2,0,3,hybrid,"human, agent",One click installer,2024-04-08 09:12:49+00:00,,
891,10,8,0,2,hybrid,"human, agent",fix(sandbox): Fix docker root login and set default to run-as-devin,2024-04-08 08:30:17+00:00,2024-04-08 13:34:07+00:00,
890,1,1,0,0,human_only,human,Fix Websocket connection is not ready,2024-04-08 08:29:42+00:00,,
885,9,9,0,0,human_only,human,Use python3.11 as default,2024-04-08 05:30:47+00:00,2024-04-17 17:28:17+00:00,
884,1,1,0,0,human_only,human,fix(ghcr image): Bump minor version to fix docker build,2024-04-08 05:21:26+00:00,2024-04-08 05:32:34+00:00,
883,2,2,0,0,human_only,human,Add installation warning to readme,2024-04-08 05:15:04+00:00,2024-04-08 14:56:02+00:00,
881,1,1,0,0,human_only,human,Fix Cors issue with files endpoints,2024-04-08 03:50:12+00:00,2024-04-09 18:41:08+00:00,
878,1,1,0,0,human_only,human,Adding one-click deploy button to README.md,2024-04-08 00:51:17+00:00,,
876,3,3,0,0,human_only,human,i18n : Add Norwegian,2024-04-07 22:58:27+00:00,2024-04-08 14:36:05+00:00,
875,1,1,0,0,human_only,human,fix up json parsing in MonologueAgent,2024-04-07 22:22:20+00:00,2024-04-08 06:39:36+00:00,
874,2,2,0,0,human_only,human,Create a CommandExecutor abstract class,2024-04-07 19:02:17+00:00,2024-04-07 19:57:32+00:00,
871,2,2,0,0,human_only,human,Remove old references to pip,2024-04-07 17:59:45+00:00,2024-04-07 18:21:07+00:00,
870,2,2,0,0,human_only,human,Don't save backend file,2024-04-07 17:26:21+00:00,2024-04-07 17:39:32+00:00,
868,30,27,0,3,hybrid,"human, agent",Add pydantic,2024-04-07 17:22:17+00:00,2024-04-21 19:41:05+00:00,
867,1,1,0,0,human_only,human,quick fix default,2024-04-07 16:31:56+00:00,2024-04-07 16:55:52+00:00,
863,3,3,0,0,human_only,human,Fix aligning settings between fe and be,2024-04-07 14:20:22+00:00,2024-04-07 19:56:14+00:00,
861,1,1,0,0,human_only,human,fix frontend: chat ui | for #768,2024-04-07 12:09:04+00:00,2024-04-07 15:40:03+00:00,
858,2,2,0,0,human_only,human,Environment variable agent manager fix,2024-04-07 10:48:53+00:00,,
857,2,2,0,0,human_only,human,Fix for double quotes in environment variables,2024-04-07 10:41:59+00:00,,
851,7,7,0,0,human_only,human,Add German Translation,2024-04-07 08:20:40+00:00,2024-04-11 02:59:46+00:00,
850,1,1,0,0,human_only,human,fix(logger): use .getLogger to avoid same logging message to get printed twice,2024-04-07 07:08:45+00:00,2024-04-07 08:07:59+00:00,
849,1,1,0,0,human_only,human,i18n : Add Korean,2024-04-07 07:02:41+00:00,2024-04-07 15:40:19+00:00,
847,11,11,0,0,human_only,human,feat(sandbox): Support sshd-based stateful docker session,2024-04-07 06:58:54+00:00,2024-04-08 04:59:18+00:00,
846,30,18,0,12,hybrid,"human, agent",feat: SWE Agent Implementation,2024-04-07 06:49:49+00:00,2024-04-17 16:19:00+00:00,
842,1,1,0,0,human_only,human,Updated Readme - removed deprecated readme lines,2024-04-07 04:22:49+00:00,,
839,3,3,0,0,human_only,human,Fix: local files in the browser (at least for Windows),2024-04-07 01:38:26+00:00,2024-04-12 02:12:23+00:00,
838,17,17,0,0,human_only,human,add github action for project build on macos and linux,2024-04-07 01:16:49+00:00,2024-04-07 07:54:52+00:00,
837,1,1,0,0,human_only,human,Fix awk error for the WSL users,2024-04-07 00:51:53+00:00,2024-04-07 00:56:15+00:00,
835,2,1,0,1,hybrid,"human, agent",Add Discord and Slack Community Link to README #1,2024-04-06 18:29:12+00:00,2024-04-06 18:30:58+00:00,
832,1,1,0,0,human_only,human,Added Discord Logo with Link to GitHub README,2024-04-06 17:09:16+00:00,2024-04-06 18:02:44+00:00,
830,1,1,0,0,human_only,human,Remove seed=42 to fix #813,2024-04-06 16:51:52+00:00,2024-04-06 17:04:17+00:00,
828,1,1,0,0,human_only,human,update readme with discord server invite link,2024-04-06 16:33:42+00:00,2024-04-06 16:35:46+00:00,
826,8,8,0,0,human_only,human,style(code editor): improved UI / UX for code editor,2024-04-06 15:20:14+00:00,2024-04-08 14:32:45+00:00,
825,1,1,0,0,human_only,human,fix: enable custom model.,2024-04-06 14:10:29+00:00,2024-04-06 14:23:48+00:00,
823,4,4,0,0,human_only,human,Remove pnpm,2024-04-06 12:10:14+00:00,2024-04-06 16:39:02+00:00,
821,1,1,0,0,human_only,human,fix: wrong setting for localstorage workspace.,2024-04-06 11:56:29+00:00,2024-04-06 12:38:12+00:00,
818,4,4,0,0,human_only,human,Make poetry install manual and provide user with install instructions,2024-04-06 11:36:31+00:00,2024-04-06 16:38:12+00:00,
811,2,2,0,0,human_only,human,"(perf) frontend - moving testing,type and eslint related packages to dev dependencies",2024-04-06 04:57:01+00:00,2024-04-07 02:40:51+00:00,
810,1,1,0,0,human_only,human,(fix) frontend dependencies,2024-04-06 04:42:16+00:00,2024-04-06 11:04:10+00:00,
807,2,2,0,0,human_only,human,Ad/fix pre commit,2024-04-06 03:45:33+00:00,2024-04-06 03:48:30+00:00,
803,11,11,0,0,human_only,human,(feat) Use OpenDevin to address OpenDevin issues,2024-04-06 02:21:48+00:00,2024-04-06 17:49:21+00:00,
